gif_name	question	answer	vid_id	key
tumblr_nox493KEDt1uwbzmxo1_250	How many times does the man sway head ?	2	COUNT3926	15772
tumblr_ngkbm8DACb1t0w9oqo1_400	How many times does the person on left maneuver hands ?	4	COUNT3927	15773
tumblr_ndpj9qC5xq1sr0535o1_250	How many times does the man make kiss motion lips ?	4	COUNT3928	15774
tumblr_njzp888APE1szb2geo1_500	How many times does the woman spin ?	2	COUNT3929	15792
tumblr_now3qv2rty1tgouwlo1_400	How many times does the turtle chomp ?	6	COUNT3930	15794
tumblr_nhs4qouKts1tpsmaqo1_250	How many times does the man thrust hips ?	2	COUNT3931	15802
tumblr_nr6x739BVp1tewfm5o1_500	How many times does the cat bat with paws ?	4	COUNT3932	15803
tumblr_npuefv1EM01tog02ro2_400	How many times does the man swing golf club ?	2	COUNT3933	15805
tumblr_nq07o3tzCp1tk383fo1_250	How many times does the robot swing arms ?	3	COUNT3934	15809
tumblr_nqlz2yZv8M1uz3569o1_250	How many times does the girl back flips ?	2	COUNT3935	15816
tumblr_n1d6hvgjxj1qilsj9o1_400	How many times does the cat rub hairbrush ?	3	COUNT3936	15824
tumblr_nr9rb1qAgF1ua5o1co1_250	How many times does the man gesture come here with hand ?	2	COUNT3937	15834
tumblr_notfa2ztWn1uws13go1_250	How many times does the man in animal suit jump ?	2	COUNT3938	15838
tumblr_ncyvrm0S1j1s1m5z2o1_250	How many times does the man with a black cap bounce body ?	6	COUNT3939	15846
tumblr_nk77q2amba1unawq7o1_250	How many times does the woman on left brush hair with hands ?	2	COUNT3940	15856
tumblr_n9uly0vshZ1sp3tvqo1_400	How many times does the woman pump hips ?	10	COUNT3941	15857
tumblr_nbhatvSGdg1qz789wo1_250	How many times does the cat on far right paw string ?	4	COUNT3942	15864
tumblr_noyxh9iwxY1t33lqpo1_400	How many times does the girl chew mouth ?	3	COUNT3943	15865
tumblr_noibj57pMk1slwrsuo1_400	How many times does the cat wave its tail ?	6	COUNT3944	15870
tumblr_mvp6tgUf2C1r3gb3zo1_400	How many times does the boy jump bed ?	4	COUNT3945	15872
tumblr_noq18igwXQ1twvvq2o1_250	How many times does the man shake head ?	4	COUNT3946	15880
tumblr_nadmhnY72N1slj978o1_250	How many times does the woman open mouth ?	3	COUNT3947	15890
tumblr_nnvcn9LhFg1t95h1uo1_250	How many times does the COUNTtile touch water ?	4	COUNT3948	15891
tumblr_np6nb46TvY1rqgnvko1_400	How many times does the man shake shoulders ?	6	COUNT3949	15892
tumblr_n97d4qql211thsc4fo1_400	How many times does the man strum air guitar ?	10	COUNT3950	15894
tumblr_ne603tR2Mf1rfh5aho1_400	How many times does the woman flip ?	2	COUNT3951	15897
tumblr_nfp07udA6a1sa63q9o1_250	How many times does the man blink his eyes ?	3	COUNT3952	15904
tumblr_n8w4mjVEad1s5pv7po1_250	How many times does the woman wave her hand ?	5	COUNT3953	15907
tumblr_noj6ok95pm1ta3tzdo1_500	How many times does the woman spin ?	10	COUNT3954	15929
tumblr_nec02fyvBB1ssgyoro1_400	How many times do the man with sunglasses bob his head ?	4	COUNT3955	15934
tumblr_n9tiwqdAI71tdmffyo1_400	How many times does the cat touch a phone ?	2	COUNT3956	15936
tumblr_nf2ezjWi551r0bsoro1_400	How many times does the woman spread her fingers ?	2	COUNT3957	15939
tumblr_npvs42QVHB1rk7h54o1_250	How many times does the man in blue jacket look ?	2	COUNT3958	15944
tumblr_n9k459LShp1s3zealo4_500	How many times does the man shake head ?	2	COUNT3959	15951
tumblr_ngpz0ug1ya1tur98yo1_250	How many times does the man on the left strum his guitar ?	3	COUNT3960	15953
tumblr_n946qt2AAy1t0ohh1o1_250	How many times does the man bite rice ?	2	COUNT3961	15981
tumblr_nhg6ht3uv81tgetb4o1_250	How many times does the woman swing legs ?	4	COUNT3962	15991
tumblr_nq4kx4dll11te94myo1_400	How many times does the dog twitch ear ?	2	COUNT3963	15992
tumblr_ng31s6gmB31ruvio3o1_250	How many times does the man adjust tie ?	5	COUNT3964	15993
tumblr_nouk3kHceY1s3att3o1_400	How many times does the dog shake head ?	5	COUNT3965	16000
tumblr_ne0un0OACl1u1qstwo1_400	How many times does the man in black swing arms ?	3	COUNT3966	16002
tumblr_nbwtr1p0AE1tm2yteo1_250	How many times does the woman in blue clap hands ?	9	COUNT3967	16003
tumblr_n8t12i26GS1slwrsuo1_400	How many times does the cat jump self ?	3	COUNT3968	16006
tumblr_nndovfZfxx1soru69o1_250	How many times does the woman flex finger ?	2	COUNT3969	16007
tumblr_nolgvpVBSJ1tyncywo1_400	How many times does the white cat jump self ?	3	COUNT3970	16008
tumblr_nhyizh0JAT1tsqdy0o1_400	How many times does the guy jump rope ?	4	COUNT3971	16014
tumblr_noigjf2J0j1rxghuqo1_250	How many times does the man bounce bed ?	2	COUNT3972	16019
tumblr_ngqjhskReH1t5ojzdo1_250	How many times do the women open mouth ?	3	COUNT3973	16020
tumblr_noegribJYc1s8tka4o1_500	How many times does the woman hit drum ?	2	COUNT3974	16027
tumblr_niozjspQbf1sflh6io1_250	How many times does the person take steps ?	3	COUNT3975	16035
tumblr_n8xij5WvcZ1sf6022o1_250	How many times does the woman push cheek ?	2	COUNT3976	16037
tumblr_nnvv8lnd9C1t95h1uo1_250	How many times does the cat paw cat ?	9	COUNT3977	16039
tumblr_njvjkbJcB01u2muk4o1_400	How many times does the man rub his leg ?	8	COUNT3978	16043
tumblr_nq3l305zdF1s71nvbo1_400	How many times does the dog tilt head ?	2	COUNT3979	16048
tumblr_n2wyp0BwmS1syz1o6o1_250	How many times does the man twist his feet ?	4	COUNT3980	16050
tumblr_nhplqpYaGp1rqs3eco1_400	How many times does the man lean ?	3	COUNT3981	16057
tumblr_nkt7vngxLP1te94myo1_400	How many times does the dog tap paw ?	8	COUNT3982	16058
tumblr_nl4fkkpuzo1qkeenwo1_400	How many times does the man kick ?	9	COUNT3983	16060
tumblr_noe6saeFiw1u8ppf1o1_400	How many times does the man step ?	4	COUNT3984	16061
tumblr_nns72nI0CH1s14gd5o1_250	How many times does the cross spin ?	2	COUNT3985	16062
tumblr_np1pylmJJL1uwhbn9o1_400	How many times does the man on right shake hands ?	2	COUNT3986	16063
tumblr_nd2yj90Ta11tmvtkgo1_250	How many times does the man adjust tie ?	2	COUNT3987	16074
tumblr_nos85r70nS1tpg4boo1_250	How many times does the cat knead dog ?	6	COUNT3988	16075
tumblr_na6x4iryX81sggdd3o1_250	How many times does the woman fold fingers ?	2	COUNT3989	16078
tumblr_nadj4u3Cg71sk0i5qo1_250	How many times does the man wave arm ?	2	COUNT3990	16081
tumblr_no033iSCZx1uukv0po1_1280	How many times does the jewelry appear ?	5	COUNT3991	16085
tumblr_nq6736GtRW1slwrsuo1_400	How many times does the guy pull chairs ?	2	COUNT3992	16086
tumblr_ngc49xMsxc1r86r30o1_250	How many times does the man wave both arms ?	2	COUNT3993	16091
tumblr_np9ig7SnBS1u75yfvo1_250	How many times does the man puff his lips ?	2	COUNT3994	16093
tumblr_ng8bduWWSt1u4h252o1_250	How many times does the man in yellow shirt wave hand ?	3	COUNT3995	16095
tumblr_ng10aqPnSw1u4cbh5o1_400	How many times does the bird bob head ?	7	COUNT3996	16101
tumblr_nq3h11JWAX1uv0y2ro1_250	How many times does the bird shake under the water ?	2	COUNT3997	16102
tumblr_np671dex431titg11o1_250	How many times does the man blink ?	8	COUNT3998	16103
tumblr_nksnv2Eigh1t0nb4ho1_500	How many times does the man wave his arms ?	3	COUNT3999	16106
tumblr_nq5ake0ugL1s2yegdo1_400	How many times does the cat lick paw ?	6	COUNT4000	16108
tumblr_nokliij0Rj1te94myo1_400	How many times does the dog lick man ?	5	COUNT4001	16110
tumblr_naee3x1XmA1txjp86o1_400	How many times does the title kid shake knees ?	6	COUNT4002	16116
tumblr_noaef6zSTg1tvlahxo1_250	How many times does the man gesture hand ?	2	COUNT4003	16118
tumblr_ned8kqHPj31s97sgho1_400	How many times does the person move hand on the guitar ?	6	COUNT4004	16122
tumblr_n92vwb2mUC1to7xq6o1_400	How many times does the man bob head ?	3	COUNT4005	16126
tumblr_ncdtu2RWrh1tfn4y9o1_250	How many times does the man pedal bike ?	2	COUNT4006	16129
tumblr_npzxv2aMaQ1sqg4mlo1_250	How many times does the man shake guitar ?	7	COUNT4007	16131
tumblr_nphag7z0tv1sdykyzo1_250	How many times does the man smile ?	2	COUNT4008	16143
tumblr_np9lj0gvyC1ssgyoro1_250	How many times does the man turn head ?	4	COUNT4009	16147
tumblr_n9jhcsLI8V1tsemoto1_250	How many times does the man raise his eyebrows ?	6	COUNT4010	16148
tumblr_nkp27fM9to1s81xfso1_250	How many times does the man pump his arms ?	2	COUNT4011	16151
tumblr_nanwdhKv3w1r97proo1_250	How many times does the man chew gum ?	2	COUNT4012	16157
tumblr_nc1bstWgZZ1sbre7wo1_400	How many times does the cat jump ?	6	COUNT4013	16159
tumblr_njy36exNvY1qgvgxbo1_400	How many times does the woman shake hips ?	5	COUNT4014	16161
tumblr_n2slfh6s111qgcr3qo1_250	How many times does the man on stage bounce to the right ?	6	COUNT4015	16162
tumblr_nbyl2qESrz1slj978o1_400	How many times does the man on the front side shake hand ?	2	COUNT4016	16167
tumblr_nhmpme4uZ11toa55co1_250	How many times does the man move his fingers ?	3	COUNT4017	16169
tumblr_najlujyscz1slwrsuo1_400	How many times does the man wave his hands ?	9	COUNT4018	16170
tumblr_nd5juxJCQm1ry4mg0o1_250	How many times does the man take steps ?	4	COUNT4019	16175
tumblr_nblsoblZqp1su6j41o1_500	How many times does the man release smoke from his mouth ?	2	COUNT4020	16178
tumblr_nac9pxVG0Z1tja7azo1_250	How many times does the woman point finger ?	2	COUNT4021	16180
tumblr_nem1hcg7bG1th0e5do1_400	How many times does the man pule hair ?	3	COUNT4022	16181
tumblr_ncu0u5vFSZ1tjtxelo1_250	How many times does the man move head ?	5	COUNT4023	16182
tumblr_niqn7eYVTA1s9yadgo1_400	How many times does the man blink eyes ?	2	COUNT4024	16188
tumblr_npb85stL0G1u2gv2io1_250	How many times does the kite twist in air ?	3	COUNT4025	16189
tumblr_neyhiju0dn1ry6xjco1_250	How many times does the woman punch ?	2	COUNT4026	16192
tumblr_nobxbwWPo11tgetb4o1_250	How many times does the cat step feet ?	10	COUNT4027	16193
tumblr_nghgo8kSt51tmlbr5o1_250	How many times does the man hit head ?	2	COUNT4028	16197
tumblr_njrmp52ukf1u2qfs8o1_250	How many times does the woman on left take steps ?	4	COUNT4029	16204
tumblr_nq8qc3JoTD1tpg4boo1_250	How many times does the dog step ?	4	COUNT4030	16205
tumblr_nq3mnz2HBv1tm55kxo1_250	How many times does the man step ?	4	COUNT4031	16207
tumblr_nnh9vuuIAB1uti9kpo1_250	How many times does the woman flip ?	3	COUNT4032	16208
tumblr_npr751fIwq1u9dtmbo1_500	How many times does the dog nod head ?	2	COUNT4033	16209
tumblr_ne4q57qVzG1rj5mooo1_250	How many times does the person move arms ?	10	COUNT4034	16213
tumblr_nr5bf5tmi71tnfulmo1_400	How many times does the woman swing her hands ?	8	COUNT4035	16220
tumblr_njblwmPhQP1un8m77o1_250	How many times does the man bounce hand ?	10	COUNT4036	16222
tumblr_no5wjgSdX81r9u6tio1_400	How many times does the woman twirl ?	2	COUNT4037	16224
tumblr_npy0ti8nN71qmnmhao1_250	How many times does the person on left blink ?	2	COUNT4038	16231
tumblr_ndbkskIXl01tj2kheo1_400	How many times does the man in blue jacket jump stage ?	6	COUNT4039	16235
tumblr_nqj2hpCpTo1teek91o1_250	How many times does the person on bottom scratch shoulder ?	3	COUNT4040	16240
tumblr_nkpi8cikH51thzf6lo1_250	How many times does the man adjust hair ?	4	COUNT4041	16244
tumblr_no19zjAgtp1skb5jco1_400	How many times does the dog wag tail ?	4	COUNT4042	16247
tumblr_nfns6dQF0r1u3q88io1_250	How many times does the woman sway side to side ?	2	COUNT4043	16249
tumblr_no4nytDxHM1up67ejo1_500	How many times does the dog run ?	7	COUNT4044	16267
tumblr_ngdqksV1L61r3gb3zo1_400	How many times does the pokes head ?	4	COUNT4045	16268
tumblr_nfncd202K81spvhnko1_400	How many times does the man swing arms ?	2	COUNT4046	16269
tumblr_nd04jqRPrN1sfcnmao1_250	How many times does the man walk ?	5	COUNT4047	16270
tumblr_no72r6MLcU1sz8e0oo1_400	How many times does the man wiggle hips ?	4	COUNT4048	16275
tumblr_njqn441yjW1un1pk3o1_250	How many times does the man in the back step to his right ?	2	COUNT4049	16276
tumblr_nhjpv8FLon1sklwpso1_400	How many times does the man wave hand up and down ?	2	COUNT4050	16277
tumblr_necvmfFkxe1tsq87yo1_400	How many times does the man chew something ?	3	COUNT4051	16278
tumblr_nirgq5qcGp1te94myo1_400	How many times does the woman rub her neck ?	2	COUNT4052	16280
tumblr_nplv9lZKmf1tv7hiqo1_250	How many times does the man move arms ?	3	COUNT4053	16281
tumblr_nd9dsvV7js1qhtlnio1_250	How many times does the woman in yellow skirt step ?	4	COUNT4054	16289
tumblr_nknb65BfeH1tqzoqno1_250	How many times does the woman skip ?	3	COUNT4055	16293
tumblr_nnplfriNBz1tkkgpso1_250	How many times does the man nod ?	3	COUNT4056	16296
tumblr_nllbowZxCW1sfeik6o1_250	How many times does the woman kiss horse ?	7	COUNT4057	16297
tumblr_nl326ynACp1tkcnaco1_250	How many times does the singer bob head ?	2	COUNT4058	16300
tumblr_n9eirxkCfc1ti981go1_250	How many times does the man pull scrap ?	2	COUNT4059	16319
tumblr_npmhs6wgbW1trgnw9o1_500	How many times does the man sway back ?	2	COUNT4060	16321
tumblr_nkxi0fBF921ra78amo1_100	How many times does the man turn head back ?	2	COUNT4061	16323
tumblr_n9umgaNsVv1sp3tvqo1_400	How many times does the man bounce head ?	3	COUNT4062	16326
tumblr_nphrq5TePS1te94myo1_400	How many times does the bird bob head ?	9	COUNT4063	16333
tumblr_nnv18y3NMv1t3iuj8o1_400	How many times does the woman jump ?	7	COUNT4064	16345
tumblr_nre0r7j8Cd1r9n1lyo1_400	How many times does the man with a black shirt stroke a guitar ?	3	COUNT4065	16346
tumblr_nedkljuMW61rege8bo1_250	How many times do the man with glasses rock his body ?	4	COUNT4066	16351
tumblr_ndvniuP8k21saqs61o1_250	How many times does the woman poke bottom ?	2	COUNT4067	16354
tumblr_np90tveq201uv03l5o1_250	How many times does the man pump arms ?	4	COUNT4068	16362
tumblr_nc1mjbDYlE1tz9jaqo1_250	How many times does the man blink eyes ?	3	COUNT4069	16371
tumblr_na405oJNXw1s7shqdo1_250	How many times does the man on left pat a person who wear a white shirt ?	3	COUNT4070	16375
tumblr_nq7l85xglW1sp0r62o1_250	How many times does the person touch hair ?	4	COUNT4071	16379
tumblr_n8n0s6Zq8L1tq8hdho1_400	How many times does the man strum guitar ?	5	COUNT4072	16385
tumblr_n2nsun6VtM1qjgyvoo1_400	How many times does the dog stick out tongue ?	8	COUNT4073	16390
tumblr_npy8boFMgh1uyr95io1_400	How many times does the cat walk ?	2	COUNT4074	16397
tumblr_nckd7b9frT1tdmffyo1_400	How many times does the person rub top ?	3	COUNT4075	16404
tumblr_n9hhw63qAv1ti9t63o2_250	How many times does the man blink eyes ?	4	COUNT4076	16406
tumblr_nk7i01tfCk1u3azcro1_250	How many times does the man pump fist ?	3	COUNT4077	16410
tumblr_nptfwdfTtk1uwhyxto1_400	How many times does the man do push up ?	2	COUNT4078	16423
tumblr_na0e70kUHf1sq4tipo1_400	How many times does the guy nod head ?	7	COUNT4079	16430
tumblr_ndch7rQIOd1slj978o1_250	How many times does the little girl on right punch man ?	4	COUNT4080	16431
tumblr_muu5686q4c1qfs6cho1_250	How many times does the girl pop bubbles ?	3	COUNT4081	16432
tumblr_nqto34pJhQ1rnfni9o1_400	How many times does the girl shake cape ?	7	COUNT4082	16436
tumblr_npbbhj444c1ur6rrgo1_400	How many times does the girl kick leg ?	2	COUNT4083	16440
tumblr_npykeyQqr71r399heo1_400	How many times does the man with blonde hair nod head ?	3	COUNT4084	16441
tumblr_ndszw029jM1u16wuqo1_250	How many times does the boy wave hip ?	10	COUNT4085	16448
tumblr_nh75eyJqis1rd20zgo1_400	How many times does the boy shake finger ?	5	COUNT4086	16453
tumblr_nd16n0hMJs1sgq7j0o1_400	How many times does the person jump skateboard ?	2	COUNT4087	16459
tumblr_ncqrdhKGXg1r0bqg9o1_250	How many times does the straw stir drink ?	3	COUNT4088	16473
tumblr_nov6m20YQQ1u1btgyo1_250	How many times does the woman in center pat chest ?	6	COUNT4089	16474
tumblr_nakksuTB761tk0iduo1_250	How many times does the man turn head ?	3	COUNT4090	16475
tumblr_np2am30eZd1use8l1o1_400	How many times does the dog shake paw ?	3	COUNT4091	16481
tumblr_nqhyg25rjv1r1zm4so1_250	How many times does the eye blink ?	2	COUNT4092	16489
tumblr_nfpjuisQbC1tdjuqvo1_250	How many times does the hip sway ?	2	COUNT4093	16490
tumblr_nglrhxT76n1twr0xvo1_250	How many times does the arm swing ?	5	COUNT4094	16491
tumblr_mk8b5wQ4Aq1rkh3gdo1_250	How many times does the person rub pig ?	4	COUNT4095	16492
tumblr_npuygdveeH1uyp83no1_250	How many times does the man step ?	4	COUNT4096	16496
tumblr_nhkxuf2WBZ1u75ksfo1_250	How many times does the man with a flash light hop ?	5	COUNT4097	16503
tumblr_narl36LKxp1tecyy7o1_250	How many times does the man wave arms ?	3	COUNT4098	16508
tumblr_neb7bs0nzB1u1seddo1_250	How many times does the woman wag her finger ?	3	COUNT4099	16514
tumblr_nnvvssMufH1rk52a5o1_250	How many times does the cat wiggle its shoulders ?	4	COUNT4100	16519
tumblr_n9drh0vaDA1sga401o1_250	How many times does the man ruffle hair ?	2	COUNT4101	16534
tumblr_nb9tvbWNrf1rku216o1_250	How many times does the man in black shift right arm ?	2	COUNT4102	16536
tumblr_ngyov7a7nw1qck2pwo1_250	How many times does the person shake fingers ?	2	COUNT4103	16552
tumblr_ncfgvb5ybJ1s9m43so1_250	How many times does the woman hop ?	4	COUNT4104	16562
tumblr_np7us3lkTB1uo9rrzo1_250	How many times does the man lift hand ?	2	COUNT4105	16565
tumblr_nhy7pr64NZ1rck048o1_250	How many times does the man bob head ?	4	COUNT4106	16568
tumblr_nazdg6O5cL1swz0gdo1_400	How many times does the blonde girl lift knee ?	4	COUNT4107	16569
tumblr_nkoofzHbOb1upp4rro1_250	How many times does the man wearing black scratch head ?	2	COUNT4108	16572
tumblr_npyc5uu4xm1su2whbo1_250	How many times does the woman blink ?	3	COUNT4109	16574
tumblr_npec2xy0No1ry5b9oo1_250	How many times does the girl bounce her body ?	3	COUNT4110	16581
tumblr_n9w97uAxWn1qzxorvo1_400	How many times does the man rub his neck ?	2	COUNT4111	16602
tumblr_nhi4hjjnIM1twtuudo1_250	How many times does the man point his finger ?	2	COUNT4112	16603
tumblr_nl2gac57Hd1upgoolo1_400	How many times does the girl who wear a cap wave arm ?	3	COUNT4113	16608
tumblr_no5bklUGfj1u70170o1_1280	How many times does the wheel turn ?	3	COUNT4114	16609
tumblr_nfw6uscXO51u4l8hho1_250	How many times does the man kiss cat ?	4	COUNT4115	16610
tumblr_n9rw7g80Sx1r52a5wo1_250	How many times does the man open hand ?	9	COUNT4116	16611
tumblr_nfg5p1jJx31u2d9r3o1_250	How many times does the woman bounce body ?	9	COUNT4117	16613
tumblr_nacw6gASgp1slwrsuo1_400	How many times does the dog balance on an object ?	3	COUNT4118	16614
tumblr_nk8zvo0VdO1u2buvjo1_250	How many times does the man point his finger ?	3	COUNT4119	16615
tumblr_ni4eoihDNI1rx4wk7o1_400	How many times does the dog paddle front paw ?	5	COUNT4120	16618
tumblr_n9ftgyUcuF1tt6pefo1_400	How many times does the man press the microphone ?	2	COUNT4121	16623
tumblr_mn05qnb0Fx1ri5bbno1_250	How many times does the man kiss a woman ?	2	COUNT4122	16627
tumblr_nq1h6tKy3n1uytwejo1_250	How many times does the man swing arm ?	4	COUNT4123	16628
tumblr_noq0rwXbYQ1s4ytmko1_400	How many times does the cat paw hand ?	2	COUNT4124	16630
tumblr_nklj4p26GV1rxcyx0o1_250	How many times does the man jump rope ?	4	COUNT4125	16632
tumblr_nebtt3ocUw1slj978o1_250	How many times does the cat attack a person ?	2	COUNT4126	16635
tumblr_noby7f4CEr1qc3nt1o1_250	How many times does the cat balance her legs ?	10	COUNT4127	16636
tumblr_ngu9lteyIU1qixslso2_r1_400	How many times does the dog jump ?	7	COUNT4128	16642
tumblr_nq1o3tbszh1rnfni9o1_250	How many times does the woman in white shirt run ?	9	COUNT4129	16646
tumblr_ncfjoeOSwk1r8pns9o1_400	How many times does the cat chew food ?	10	COUNT4130	16662
tumblr_nal7d2U8VS1ttlug3o1_250	How many times does the man thrust hips ?	3	COUNT4131	16664
tumblr_n8w4ghW83o1t142eio1_400	How many times does the man push off ?	4	COUNT4132	16667
tumblr_ne7e81ptnp1tt3h8co1_400	How many times does the team dance ?	2	COUNT4133	16669
tumblr_nnvogbbPhO1tc1d9do1_400	How many times does the man bump his hand with other man ?	5	COUNT4134	16673
tumblr_npbwce1Rp91ut4ldxo1_400	How many times does the woman pump ?	4	COUNT4135	16676
tumblr_na13amt8FE1tj7sqxo1_400	How many times does the man in the right side swing arms ?	9	COUNT4136	16678
tumblr_nd2vpttg211tkzhg9o1_250	How many times does the man turn his hand ?	8	COUNT4137	16691
tumblr_ndveg49nbw1tjy3eno1_500	How many times does the woman blow smoke ?	2	COUNT4138	16693
tumblr_nc5w8lfOu71tdjuqvo1_250	How many times does the spider man cross arms ?	4	COUNT4139	16699
tumblr_niowmsYLDE1ss0n50o1_500	How many times does the audience bounce hand up and down ?	4	COUNT4140	16700
tumblr_nfvp4yLRuc1tqze41o1_250	How many times does the man shake his head ?	7	COUNT4141	16706
tumblr_ncmphxsfel1rjqwtqo1_500	How many times does the man raise fist ?	4	COUNT4142	16708
tumblr_np3pmi49GF1ux14ngo1_400	How many times does the man bite noodles placed on top of his head ?	2	COUNT4143	16709
tumblr_nislssmMEV1tmaii4o1_400	How many times does the man shake hand ?	2	COUNT4144	16721
tumblr_nof8vycFe51u4igkqo1_100	How many times does the woman raise eyes ?	3	COUNT4145	16722
tumblr_nblcl2v8qj1s4h0n6o1_500	How many times does the woman wave hand ?	4	COUNT4146	16724
tumblr_ndfiogK6KZ1t7ux2so1_250	How many times does the man clap hands ?	3	COUNT4147	16730
tumblr_np2519uayY1uwl9tbo1_250	How many times does the man wave his hands ?	4	COUNT4148	16742
tumblr_no3t6vJqGt1uuxmq3o1_250	How many times does the woman shake her arm ?	5	COUNT4149	16746
tumblr_ng20soXRZS1tgkdkbo1_400	How many times does the person pour chocolate ?	3	COUNT4150	16751
tumblr_nr53b1MZyh1ssgyoro1_400	How many times does the man wave hand ?	2	COUNT4151	16755
tumblr_nhpzrfDoBr1u2jwbho1_400	How many times does the dog flap ears ?	2	COUNT4152	16758
tumblr_ndsz3nHDrQ1qeqkxeo1_250	How many times does the man spin ?	2	COUNT4153	16761
tumblr_nnxuyvVIoW1r5z5cdo1_250	How many times does the cat lick ?	8	COUNT4154	16762
tumblr_ndkiqwhmAl1t5ojzdo1_250	How many times does the woman on left brush eyebrow ?	2	COUNT4155	16764
tumblr_no41c1vzEj1tk1iydo1_400	How many times does the man clap ?	2	COUNT4156	16771
tumblr_mox6qfGEE21raandqo1_250	How many times does the man step ?	6	COUNT4157	16782
tumblr_nbql8bfZ7T1r0rwavo1_250	How many times does the man nod his head ?	3	COUNT4158	16786
tumblr_nbcy0xfpEA1twda7oo1_250	How many times does the man kick ?	4	COUNT4159	16787
tumblr_nkxz6vjgtz1un86uao1_400	How many times does the man pull dog ?	2	COUNT4160	16789
tumblr_nqnval6Dj51tqefxuo1_500	How many times does the dog step downstairs ?	6	COUNT4161	16791
tumblr_no1bx30ZPW1qgeexso1_400	How many times does the woman swing arms ?	5	COUNT4162	16792
tumblr_nnkahh7qlh1ralqmxo1_250	How many times does the man raise baby ?	2	COUNT4163	16804
tumblr_noeby6VDea1rftdx0o1_400	How many times does the woman sway body ?	3	COUNT4164	16806
tumblr_nag52qaxeW1rk4fw6o1_400	How many times does the candle flick wick ?	3	COUNT4165	16814
tumblr_nqo3zpNWV51tyncywo1_250	How many times does the dog push foot ?	5	COUNT4166	16815
tumblr_naydlmORk81qaw3rno1_250	How many times does the black man on right shake arms up and down ?	7	COUNT4167	16818
tumblr_ni4vklWrfb1sby5jqo1_250	How many times does the man blink ?	2	COUNT4168	16822
tumblr_npfpxnqqk11tgf5mjo1_250	How many times does the woman tap with her nose ?	3	COUNT4169	16829
tumblr_nbz21pGxka1sn3xyvo1_250	How many times does the person on left nod ?	3	COUNT4170	16834
tumblr_n9i8833G521rev877o1_400	How many times does the person pinch a man's cheeks ?	4	COUNT4171	16839
tumblr_nab5t6ERvJ1tzj59ko1_250	How many times does the man fold his hands ?	2	COUNT4172	16840
tumblr_nk7l8c7jI51tetcqqo1_500	How many times does the woman rock hips ?	2	COUNT4173	16841
tumblr_nh2o4vrdh51qka9mmo1_250	How many times does the man jump ?	2	COUNT4174	16843
tumblr_n9fgss6qxa1tin82no1_250	How many times does the boy wave hand ?	3	COUNT4175	16853
tumblr_naj0iuFdz91qhoso4o1_250	How many times does the woman blink eyes ?	3	COUNT4176	16855
tumblr_nkwbllCDa51shch57o1_400	How many times does the woman wave her hand ?	2	COUNT4177	16856
tumblr_ne2fok4HSI1sc1l4yo1_250	How many times does the person tap on board ?	5	COUNT4178	16859
tumblr_nbi8ztQwcb1txqws2o1_250	How many times does the man walk stairs ?	2	COUNT4179	16867
tumblr_noctf0galn1rqr3rbo1_500	How many times does the woman dance on floor ?	8	COUNT4180	16870
tumblr_nactifq1eY1tygui0o1_250	How many times does the man jump floor up and down ?	7	COUNT4181	16871
tumblr_mpq9arXUNH1qh3mt1o1_250	How many times does the man shake ?	4	COUNT4182	16874
tumblr_nou1jwwYvC1rdqng8o1_250	How many times does the man kick ?	5	COUNT4183	16878
tumblr_nf3p2qzEJy1tdl0dbo1_400	How many times does the man hit drums ?	4	COUNT4184	16879
tumblr_nb9wspZqGo1tkc9f9o1_250	How many times does the person press button ?	2	COUNT4185	16882
tumblr_nr2cmhuIUV1urvgkso1_400	How many times does the person in center bow violin ?	4	COUNT4186	16883
tumblr_nezr44qB1o1u30pu3o1_250	How many times does the man thrust his body ?	3	COUNT4187	16889
tumblr_n9g5slz8wq1te6c4to1_500	How many times does the person rotate shoulders ?	2	COUNT4188	16890
tumblr_nc50d679eb1tttkdto1_250	How many times does the man hop ?	2	COUNT4189	16892
tumblr_niid55SKdU1soppaao1_500	How many times does the woman move lips ?	2	COUNT4190	16896
tumblr_nqdfybUVTo1uz3hygo1_250	How many times does the man move his arms ?	4	COUNT4191	16898
tumblr_no2z35agqk1uv11nqo1_250	How many times does the woman chew food ?	4	COUNT4192	16899
tumblr_nppj38ZDxu1uy3s1ho1_250	How many times does the man strum guitar ?	4	COUNT4193	16905
tumblr_n9yoqzYEMn1rtp3ggo1_250	How many times does the man kiss a puppy ?	6	COUNT4194	16906
tumblr_njzvaeNxnl1rkvgfmo4_400	How many times does the boy raise eyebrows ?	10	COUNT4195	16909
tumblr_n9ou8qJWD21qczcixo1_250	How many times does the woman in brown shake hips ?	4	COUNT4196	16918
tumblr_npvs8bXKCr1uyqr3po1_250	How many times does the man in tie step ?	5	COUNT4197	16919
tumblr_natc6htTYE1taq9qwo1_250	How many times does the woman shake head ?	3	COUNT4198	16920
tumblr_nqq63407oi1uzddkvo1_250	How many times does the woman shake head ?	6	COUNT4199	16923
tumblr_n8y79dwmex1tdjuqvo1_250	How many times does the dog blink ?	5	COUNT4200	16924
tumblr_nq15m4T1Tg1s8x5r9o1_250	How many times does the man blink ?	2	COUNT4201	16928
tumblr_nh5xc7xC5G1qcu75qo1_400	How many times does the girl sway side to side ?	2	COUNT4202	16930
